"file","light","treatment","opsin","spikes","cell","recording","index","uw_mm2","intensity_mv","rel_uw_mm2","treatment2","delta_t_rheo_s","pa_injection_start_s","rheo_s"
"24102022_TP223_CRE_hippo_cover1_cell2_0011","635nm","ramp_635nm_pulse","tp223",10,50,1,286,103.9365987,5000,1,"pulse",0.11184,0.32,0.43184
"24102022_TP223_CRE_hippo_cover2_cell3_0000","550nm","ramp_no_light","tp223",12,51,1,287,0,NA,1,"continuous",0.11855,0.32,0.43855
"24102022_TP223_CRE_hippo_cover2_cell3_0001","550nm","ramp_550nm_continuous","tp223",0,51,1,287,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"24102022_TP223_CRE_hippo_cover2_cell3_0002","635nm","ramp_no_light","tp223",13,51,1,288,0,NA,1,"continuous",0.16635,0.32,0.48635
"24102022_TP223_CRE_hippo_cover2_cell3_0003","635nm","ramp_635nm_continuous","tp223",0,51,1,288,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"24102022_TP223_CRE_hippo_cover2_cell3_0004","550nm","ramp_no_light","tp223",13,51,1,289,0,NA,1,"pulse",0.12442,0.32,0.44442
"24102022_TP223_CRE_hippo_cover2_cell3_0005","550nm","ramp_550nm_pulse","tp223",0,51,1,289,259.8414967,5000,0,"pulse",0.5,0.32,0.82
"24102022_TP223_CRE_hippo_cover2_cell3_0006","635nm","ramp_no_light","tp223",14,51,1,290,0,NA,1,"pulse",0.14874,0.32,0.46874
"24102022_TP223_CRE_hippo_cover2_cell3_0007","635nm","ramp_635nm_pulse","tp223",1,51,1,290,103.9365987,5000,0.071428571,"pulse",0.49505,0.32,0.81505
"24102022_TP223_CRE_hippo_cover2_cell4_0002","550nm","ramp_no_light","tp223",20,52,1,291,0,NA,1,"continuous",0.17306,0.32,0.49306
"24102022_TP223_CRE_hippo_cover2_cell4_0003","550nm","ramp_550nm_continuous","tp223",0,52,1,291,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"24102022_TP223_CRE_hippo_cover2_cell4_0004","635nm","ramp_no_light","tp223",25,52,1,292,0,NA,1,"continuous",0.16467,0.32,0.48467
"24102022_TP223_CRE_hippo_cover2_cell4_0005","635nm","ramp_635nm_continuous","tp223",0,52,1,292,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"24102022_TP223_CRE_hippo_cover2_cell4_0006","550nm","ramp_no_light","tp223",24,52,1,293,0,NA,1,"pulse",0.18312,0.32,0.50312
"24102022_TP223_CRE_hippo_cover2_cell4_0007","550nm","ramp_550nm_pulse","tp223",0,52,1,293,259.8414967,5000,0,"pulse",0.5,0.32,0.82
"24102022_TP223_CRE_hippo_cover2_cell4_0009","635nm","ramp_no_light","tp223",24,52,1,294,0,NA,1,"pulse",0.16383,0.32,0.48383
"24102022_TP223_CRE_hippo_cover2_cell4_0010","635nm","ramp_635nm_pulse","tp223",1,52,1,294,103.9365987,5000,0.041666667,"pulse",0.49294,0.32,0.81294
"","550nm","intensity_curve","tp185",NA,53,1,295,0,NA,1,"",NA,NA,NA
"28092022_TP185_cover1_cell3_0001","550nm","intensity_curve","tp185",9,53,1,295,0.004677147,50,1,NA,NA,NA,NA
"28092022_TP185_cover1_cell3_0001","550nm","intensity_curve","tp185",NA,53,1,295,0.179290633,51,NA,NA,NA,NA,NA
"28092022_TP185_cover1_cell3_0001","550nm","intensity_curve","tp185",3,53,1,295,2.858256464,52,0.333333333,NA,NA,NA,NA
"28092022_TP185_cover1_cell3_0001","550nm","intensity_curve","tp185",NA,53,1,295,7.119657009,53,NA,NA,NA,NA,NA
"28092022_TP185_cover1_cell3_0001","550nm","intensity_curve","tp185",0,53,1,295,11.69286735,54,0,NA,NA,NA,NA
"28092022_TP185_cover1_cell3_0001","550nm","intensity_curve","tp185",0,53,1,295,15.01883851,55,0,NA,NA,NA,NA
"","635nm","intensity_curve","tp185",NA,53,1,296,0,NA,1,"",NA,NA,NA
"28092022_TP185_cover1_cell3_0002","635nm","intensity_curve","tp185",6,53,1,296,1.221255034,96,1,NA,NA,NA,NA
"28092022_TP185_cover1_cell3_0002","635nm","intensity_curve","tp185",6,53,1,296,3.351955307,98,1,NA,NA,NA,NA
"28092022_TP185_cover1_cell3_0002","635nm","intensity_curve","tp185",0,53,1,296,4.391321294,100,0,NA,NA,NA,NA
"28092022_TP185_cover1_cell3_0002","635nm","intensity_curve","tp185",0,53,1,296,4.495257893,102,0,NA,NA,NA,NA
"28092022_TP185_cover1_cell3_0002","635nm","intensity_curve","tp185",0,53,1,296,4.72911524,104,0,NA,NA,NA,NA
"","550nm","intensity_curve","tp185",NA,54,1,297,0,NA,1,"",NA,NA,NA
"28092022_TP185_cover2_cell4_0001","550nm","intensity_curve","tp185",2,54,1,297,0.004677147,50,1,NA,NA,NA,NA
"28092022_TP185_cover2_cell4_0001","550nm","intensity_curve","tp185",NA,54,1,297,0.179290633,51,NA,NA,NA,NA,NA
"28092022_TP185_cover2_cell4_0001","550nm","intensity_curve","tp185",0,54,1,297,2.858256464,52,0,NA,NA,NA,NA
"28092022_TP185_cover2_cell4_0001","550nm","intensity_curve","tp185",NA,54,1,297,7.119657009,53,NA,NA,NA,NA,NA
"28092022_TP185_cover2_cell4_0001","550nm","intensity_curve","tp185",0,54,1,297,11.69286735,54,0,NA,NA,NA,NA
"28092022_TP185_cover2_cell4_0001","550nm","intensity_curve","tp185",0,54,1,297,15.01883851,55,0,NA,NA,NA,NA
"","635nm","intensity_curve","tp185",NA,54,1,298,0,NA,1,"",NA,NA,NA
"28092022_TP185_cover2_cell4_0002","635nm","intensity_curve","tp185",4,54,1,298,1.221255034,96,1,NA,NA,NA,NA
"28092022_TP185_cover2_cell4_0002","635nm","intensity_curve","tp185",3,54,1,298,3.351955307,98,0.75,NA,NA,NA,NA
"28092022_TP185_cover2_cell4_0002","635nm","intensity_curve","tp185",0,54,1,298,4.391321294,100,0,NA,NA,NA,NA
"28092022_TP185_cover2_cell4_0002","635nm","intensity_curve","tp185",0,54,1,298,4.495257893,102,0,NA,NA,NA,NA
"28092022_TP185_cover2_cell4_0002","635nm","intensity_curve","tp185",0,54,1,298,4.72911524,104,0,NA,NA,NA,NA
"","550nm","intensity_curve","tp185",NA,55,1,299,0,NA,1,"",NA,NA,NA
"17102022_TP185_hippo_cover3_cell4_0001","550nm","intensity_curve","tp185",5,55,1,299,0.004677147,50,1,NA,NA,NA,NA
"17102022_TP185_hippo_cover3_cell4_0001","550nm","intensity_curve","tp185",6,55,1,299,0.179290633,51,1,NA,NA,NA,NA
"17102022_TP185_hippo_cover3_cell4_0001","550nm","intensity_curve","tp185",2,55,1,299,2.858256464,52,0.4,NA,NA,NA,NA
"17102022_TP185_hippo_cover3_cell4_0001","550nm","intensity_curve","tp185",0,55,1,299,7.119657009,53,0,NA,NA,NA,NA
"17102022_TP185_hippo_cover3_cell4_0001","550nm","intensity_curve","tp185",0,55,1,299,11.69286735,54,0,NA,NA,NA,NA
"17102022_TP185_hippo_cover3_cell4_0001","550nm","intensity_curve","tp185",0,55,1,299,15.01883851,55,0,NA,NA,NA,NA
"","635nm","intensity_curve","tp185",NA,55,1,300,0,NA,1,"",NA,NA,NA
"17102022_TP185_hippo_cover3_cell4_0002","635nm","intensity_curve","tp185",8,55,1,300,1.221255034,96,1,NA,NA,NA,NA
"17102022_TP185_hippo_cover3_cell4_0002","635nm","intensity_curve","tp185",8,55,1,300,3.351955307,98,1,NA,NA,NA,NA
"17102022_TP185_hippo_cover3_cell4_0002","635nm","intensity_curve","tp185",8,55,1,300,4.391321294,100,1,NA,NA,NA,NA
"17102022_TP185_hippo_cover3_cell4_0002","635nm","intensity_curve","tp185",8,55,1,300,4.495257893,102,1,NA,NA,NA,NA
"17102022_TP185_hippo_cover3_cell4_0002","635nm","intensity_curve","tp185",8,55,1,300,4.72911524,104,1,NA,NA,NA,NA
"","550nm","intensity_curve","tp185",NA,55,1,301,0,NA,1,"",NA,NA,NA
"17102022_TP185_hippo_cover3_cell4_0011","550nm","intensity_curve","tp185",6,55,2,301,0.004677147,50,0.857142857,NA,NA,NA,NA
"17102022_TP185_hippo_cover3_cell4_0011","550nm","intensity_curve","tp185",7,55,2,301,0.179290633,51,1,NA,NA,NA,NA
"17102022_TP185_hippo_cover3_cell4_0011","550nm","intensity_curve","tp185",5,55,2,301,2.858256464,52,0.714285714,NA,NA,NA,NA
"17102022_TP185_hippo_cover3_cell4_0011","550nm","intensity_curve","tp185",4,55,2,301,7.119657009,53,0.571428571,NA,NA,NA,NA
"17102022_TP185_hippo_cover3_cell4_0011","550nm","intensity_curve","tp185",1,55,2,301,11.69286735,54,0.142857143,NA,NA,NA,NA
"17102022_TP185_hippo_cover3_cell4_0011","550nm","intensity_curve","tp185",0,55,2,301,15.01883851,55,0,NA,NA,NA,NA
"","550nm","intensity_curve","tp185",NA,56,1,302,0,NA,1,"",NA,NA,NA
"17102022_TP185_hippo_cover3_cell6_0001","550nm","intensity_curve","tp185",7,56,1,302,0.004677147,50,1,NA,NA,NA,NA
"17102022_TP185_hippo_cover3_cell6_0001","550nm","intensity_curve","tp185",5,56,1,302,0.179290633,51,0.714285714,NA,NA,NA,NA
"17102022_TP185_hippo_cover3_cell6_0001","550nm","intensity_curve","tp185",1,56,1,302,2.858256464,52,0.142857143,NA,NA,NA,NA
"17102022_TP185_hippo_cover3_cell6_0001","550nm","intensity_curve","tp185",0,56,1,302,7.119657009,53,0,NA,NA,NA,NA
"17102022_TP185_hippo_cover3_cell6_0001","550nm","intensity_curve","tp185",0,56,1,302,11.69286735,54,0,NA,NA,NA,NA
"17102022_TP185_hippo_cover3_cell6_0001","550nm","intensity_curve","tp185",0,56,1,302,15.01883851,55,0,NA,NA,NA,NA
"","635nm","intensity_curve","tp185",NA,56,1,303,0,NA,1,"",NA,NA,NA
"17102022_TP185_hippo_cover3_cell6_0002","635nm","intensity_curve","tp185",10,56,1,303,1.221255034,96,1,NA,NA,NA,NA
"17102022_TP185_hippo_cover3_cell6_0002","635nm","intensity_curve","tp185",9,56,1,303,3.351955307,98,0.9,NA,NA,NA,NA
"17102022_TP185_hippo_cover3_cell6_0002","635nm","intensity_curve","tp185",10,56,1,303,4.391321294,100,1,NA,NA,NA,NA
"17102022_TP185_hippo_cover3_cell6_0002","635nm","intensity_curve","tp185",9,56,1,303,4.495257893,102,0.9,NA,NA,NA,NA
"17102022_TP185_hippo_cover3_cell6_0002","635nm","intensity_curve","tp185",8,56,1,303,4.72911524,104,0.8,NA,NA,NA,NA
"","550nm","intensity_curve","tp185",NA,57,1,304,0,NA,1,"",NA,NA,NA
"18102022_TP185_hippo_cover1_cell1_0002","550nm","intensity_curve","tp185",3,57,1,304,0.004677147,50,1,NA,NA,NA,NA
"18102022_TP185_hippo_cover1_cell1_0002","550nm","intensity_curve","tp185",0,57,1,304,0.179290633,51,0,NA,NA,NA,NA
"18102022_TP185_hippo_cover1_cell1_0002","550nm","intensity_curve","tp185",0,57,1,304,2.858256464,52,0,NA,NA,NA,NA
"18102022_TP185_hippo_cover1_cell1_0002","550nm","intensity_curve","tp185",0,57,1,304,7.119657009,53,0,NA,NA,NA,NA
"18102022_TP185_hippo_cover1_cell1_0002","550nm","intensity_curve","tp185",0,57,1,304,11.69286735,54,0,NA,NA,NA,NA
"18102022_TP185_hippo_cover1_cell1_0002","550nm","intensity_curve","tp185",0,57,1,304,15.01883851,55,0,NA,NA,NA,NA
"","635nm","intensity_curve","tp185",NA,57,1,305,0,NA,1,"",NA,NA,NA
"18102022_TP185_hippo_cover1_cell1_0003","635nm","intensity_curve","tp185",9,57,1,305,1.221255034,96,1,NA,NA,NA,NA
"18102022_TP185_hippo_cover1_cell1_0003","635nm","intensity_curve","tp185",8,57,1,305,3.351955307,98,0.888888889,NA,NA,NA,NA
"18102022_TP185_hippo_cover1_cell1_0003","635nm","intensity_curve","tp185",0,57,1,305,4.391321294,100,0,NA,NA,NA,NA
"18102022_TP185_hippo_cover1_cell1_0003","635nm","intensity_curve","tp185",0,57,1,305,4.495257893,102,0,NA,NA,NA,NA
"18102022_TP185_hippo_cover1_cell1_0003","635nm","intensity_curve","tp185",0,57,1,305,4.72911524,104,0,NA,NA,NA,NA
"","550nm","intensity_curve","tp185",NA,58,1,306,0,NA,1,"",NA,NA,NA
"18102022_TP185_hippo_cover1_cell2_0002","550nm","intensity_curve","tp185",6,58,1,306,0.004677147,50,1,NA,NA,NA,NA
"18102022_TP185_hippo_cover1_cell2_0002","550nm","intensity_curve","tp185",2,58,1,306,0.179290633,51,0.333333333,NA,NA,NA,NA
"18102022_TP185_hippo_cover1_cell2_0002","550nm","intensity_curve","tp185",1,58,1,306,2.858256464,52,0.166666667,NA,NA,NA,NA
"18102022_TP185_hippo_cover1_cell2_0002","550nm","intensity_curve","tp185",1,58,1,306,7.119657009,53,0.166666667,NA,NA,NA,NA
"18102022_TP185_hippo_cover1_cell2_0002","550nm","intensity_curve","tp185",0,58,1,306,11.69286735,54,0,NA,NA,NA,NA
"18102022_TP185_hippo_cover1_cell2_0002","550nm","intensity_curve","tp185",0,58,1,306,15.01883851,55,0,NA,NA,NA,NA
"","635nm","intensity_curve","tp185",NA,58,1,307,0,NA,1,"",NA,NA,NA
"18102022_TP185_hippo_cover1_cell2_0004","635nm","intensity_curve","tp185",4,58,1,307,1.221255034,96,1,NA,NA,NA,NA
"18102022_TP185_hippo_cover1_cell2_0004","635nm","intensity_curve","tp185",4,58,1,307,3.351955307,98,1,NA,NA,NA,NA
"18102022_TP185_hippo_cover1_cell2_0004","635nm","intensity_curve","tp185",2,58,1,307,4.391321294,100,0.5,NA,NA,NA,NA
"18102022_TP185_hippo_cover1_cell2_0004","635nm","intensity_curve","tp185",1,58,1,307,4.495257893,102,0.25,NA,NA,NA,NA
"18102022_TP185_hippo_cover1_cell2_0004","635nm","intensity_curve","tp185",2,58,1,307,4.72911524,104,0.5,NA,NA,NA,NA
"","550nm","intensity_curve","tp185",NA,59,1,308,0,NA,1,"",NA,NA,NA
"18102022_TP185_hippo_cover2_cell5_0001","550nm","intensity_curve","tp185",3,59,1,308,0.004677147,50,1,NA,NA,NA,NA
"18102022_TP185_hippo_cover2_cell5_0001","550nm","intensity_curve","tp185",0,59,1,308,0.179290633,51,0,NA,NA,NA,NA
"18102022_TP185_hippo_cover2_cell5_0001","550nm","intensity_curve","tp185",0,59,1,308,2.858256464,52,0,NA,NA,NA,NA
"18102022_TP185_hippo_cover2_cell5_0001","550nm","intensity_curve","tp185",0,59,1,308,7.119657009,53,0,NA,NA,NA,NA
"18102022_TP185_hippo_cover2_cell5_0001","550nm","intensity_curve","tp185",0,59,1,308,11.69286735,54,0,NA,NA,NA,NA
"18102022_TP185_hippo_cover2_cell5_0001","550nm","intensity_curve","tp185",0,59,1,308,15.01883851,55,0,NA,NA,NA,NA
"","635nm","intensity_curve","tp185",NA,59,1,309,0,NA,1,"",NA,NA,NA
"18102022_TP185_hippo_cover2_cell5_0002","635nm","intensity_curve","tp185",3,59,1,309,1.221255034,96,1,NA,NA,NA,NA
"18102022_TP185_hippo_cover2_cell5_0002","635nm","intensity_curve","tp185",0,59,1,309,3.351955307,98,0,NA,NA,NA,NA
"18102022_TP185_hippo_cover2_cell5_0002","635nm","intensity_curve","tp185",0,59,1,309,4.391321294,100,0,NA,NA,NA,NA
"18102022_TP185_hippo_cover2_cell5_0002","635nm","intensity_curve","tp185",0,59,1,309,4.495257893,102,0,NA,NA,NA,NA
"18102022_TP185_hippo_cover2_cell5_0002","635nm","intensity_curve","tp185",0,59,1,309,4.72911524,104,0,NA,NA,NA,NA
"","550nm","intensity_curve","tp185",NA,60,1,310,0,NA,1,"",NA,NA,NA
"18102022_TP185_hippo_cover3_cell8_0008","550nm","intensity_curve","tp185",7,60,1,310,0.004677147,50,1,NA,NA,NA,NA
"18102022_TP185_hippo_cover3_cell8_0008","550nm","intensity_curve","tp185",0,60,1,310,0.179290633,51,0,NA,NA,NA,NA
"18102022_TP185_hippo_cover3_cell8_0008","550nm","intensity_curve","tp185",0,60,1,310,2.858256464,52,0,NA,NA,NA,NA
"18102022_TP185_hippo_cover3_cell8_0008","550nm","intensity_curve","tp185",0,60,1,310,7.119657009,53,0,NA,NA,NA,NA
"18102022_TP185_hippo_cover3_cell8_0008","550nm","intensity_curve","tp185",0,60,1,310,11.69286735,54,0,NA,NA,NA,NA
"18102022_TP185_hippo_cover3_cell8_0008","550nm","intensity_curve","tp185",0,60,1,310,15.01883851,55,0,NA,NA,NA,NA
"","635nm","intensity_curve","tp185",NA,60,1,311,0,NA,1,"",NA,NA,NA
"18102022_TP185_hippo_cover3_cell8_0010","635nm","intensity_curve","tp185",7,60,1,311,1.221255034,96,1,NA,NA,NA,NA
"18102022_TP185_hippo_cover3_cell8_0010","635nm","intensity_curve","tp185",0,60,1,311,3.351955307,98,0,NA,NA,NA,NA
"18102022_TP185_hippo_cover3_cell8_0010","635nm","intensity_curve","tp185",0,60,1,311,4.391321294,100,0,NA,NA,NA,NA
"18102022_TP185_hippo_cover3_cell8_0010","635nm","intensity_curve","tp185",0,60,1,311,4.495257893,102,0,NA,NA,NA,NA
"18102022_TP185_hippo_cover3_cell8_0010","635nm","intensity_curve","tp185",0,60,1,311,4.72911524,104,0,NA,NA,NA,NA
