scorer,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000
bodyparts,head,head,head,left ear,left ear,left ear,Right ear,Right ear,Right ear,basetail,basetail,basetail,spine,spine,spine,cable1,cable1,cable1,cable2,cable2,cable2
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
29,190.90769958496094,402.4190979003906,0.9999855756759644,195.40174865722656,396.6799011230469,0.9999918937683105,186.2044677734375,397.6741638183594,0.9999383687973022,183.55126953125,354.6724548339844,0.9999974966049194,185.91958618164062,376.87030029296875,0.9999295473098755,192.98138427734375,411.9952087402344,0.9999223947525024,208.15164184570312,428.5223083496094,0.9983630776405334
30,190.9342041015625,402.4019470214844,0.9999849796295166,195.4156494140625,396.67535400390625,0.9999915361404419,186.23294067382812,397.64825439453125,0.9999366998672485,183.51519775390625,354.6992492675781,0.999997615814209,185.89337158203125,376.94793701171875,0.9999276399612427,193.00985717773438,411.98284912109375,0.9999252557754517,208.04249572753906,428.471923828125,0.9982484579086304
31,190.9129180908203,402.45843505859375,0.9999852180480957,195.3856201171875,396.7643127441406,0.9999910593032837,186.16851806640625,397.65234375,0.9999346733093262,183.58877563476562,354.63946533203125,0.9999974966049194,186.0124053955078,376.870849609375,0.9999222755432129,192.9658660888672,412.0020751953125,0.9999228715896606,208.143310546875,428.3307800292969,0.998134970664978
32,190.87628173828125,402.4355163574219,0.9999860525131226,195.4119110107422,396.6811218261719,0.9999916553497314,186.08937072753906,397.5748291015625,0.9999387264251709,183.60586547851562,354.672607421875,0.9999974966049194,185.94813537597656,376.9290771484375,0.9999291896820068,192.8719940185547,411.94683837890625,0.9999159574508667,208.291259765625,428.5159912109375,0.9981949925422668
33,190.89663696289062,402.486572265625,0.9999854564666748,195.37254333496094,396.80352783203125,0.9999916553497314,186.11473083496094,397.7276611328125,0.9999364614486694,183.56085205078125,354.6701354980469,0.999997615814209,185.89598083496094,376.9649658203125,0.9999258518218994,192.93849182128906,411.99481201171875,0.9999184608459473,208.2316436767578,428.4246520996094,0.9981231093406677
34,190.82089233398438,402.4108581542969,0.9999866485595703,195.33399963378906,396.7279357910156,0.999991774559021,186.0395050048828,397.6723327636719,0.99993896484375,183.54843139648438,354.61590576171875,0.9999973773956299,185.8742218017578,376.9569091796875,0.9999278783798218,192.8975830078125,411.9666442871094,0.9999189376831055,208.3253173828125,428.65673828125,0.9978410005569458
35,191.0086669921875,402.5423889160156,0.9999854564666748,195.45265197753906,396.7987060546875,0.9999914169311523,186.24977111816406,397.8069763183594,0.9999368190765381,183.54647827148438,354.66644287109375,0.9999974966049194,185.9361114501953,377.00848388671875,0.999931812286377,193.12332153320312,412.0174255371094,0.9999170303344727,208.24603271484375,428.6691589355469,0.9978804588317871
36,190.90841674804688,402.452392578125,0.9999852180480957,195.33609008789062,396.7839660644531,0.9999911785125732,186.0769805908203,397.71514892578125,0.9999356269836426,183.58921813964844,354.6371154785156,0.9999973773956299,185.92152404785156,376.9463806152344,0.9999269247055054,193.06016540527344,411.98260498046875,0.9999171495437622,208.3778839111328,428.71966552734375,0.9977573752403259
37,190.99609375,402.54901123046875,0.9999856948852539,195.4271240234375,396.7716064453125,0.9999915361404419,186.2183074951172,397.80419921875,0.9999381303787231,183.55795288085938,354.7019348144531,0.9999974966049194,185.9344482421875,376.9911193847656,0.999931812286377,193.121337890625,412.0517272949219,0.9999185800552368,208.5380096435547,429.062255859375,0.9980599284172058
38,190.99191284179688,402.5220642089844,0.9999862909317017,195.4908905029297,396.75799560546875,0.9999918937683105,186.27601623535156,397.8008117675781,0.9999392032623291,183.59336853027344,354.6805114746094,0.999997615814209,186.008056640625,377.0215148925781,0.9999325275421143,193.10650634765625,412.0745849609375,0.9999179840087891,208.61376953125,429.341064453125,0.997986912727356
39,191.02476501464844,402.5238342285156,0.9999853372573853,195.44752502441406,396.7076721191406,0.999991774559021,186.2416534423828,397.7452392578125,0.9999388456344604,183.65460205078125,354.6748352050781,0.9999974966049194,186.07510375976562,376.86614990234375,0.9999308586120605,193.1552276611328,412.037841796875,0.9999161958694458,208.6846160888672,429.2059020996094,0.9981552958488464
40,191.065673828125,402.4499206542969,0.9999867677688599,195.5049591064453,396.5825500488281,0.9999922513961792,186.2461700439453,397.7143859863281,0.999943733215332,183.61891174316406,354.6363830566406,0.9999973773956299,185.9838409423828,376.9295959472656,0.9999301433563232,193.19920349121094,411.9884338378906,0.9999219179153442,208.7014617919922,429.3269958496094,0.9979744553565979
41,190.95379638671875,401.24871826171875,0.9999732971191406,195.5571746826172,394.8827209472656,0.9999915361404419,185.69528198242188,396.1965637207031,0.9999504089355469,182.94064331054688,354.65423583984375,0.9999978542327881,186.17129516601562,377.0731201171875,0.9999243021011353,192.63284301757812,411.4150695800781,0.9999117851257324,206.3878936767578,429.3121337890625,0.9985197186470032
42,191.53689575195312,400.8227233886719,0.9999839067459106,196.35377502441406,394.5187683105469,0.9999916553497314,186.45242309570312,395.9141540527344,0.9999600648880005,182.73812866210938,353.9439392089844,0.9999974966049194,186.21656799316406,376.3946838378906,0.9999459981918335,193.49940490722656,410.9029541015625,0.9999343156814575,207.74610900878906,429.3963317871094,0.9981319308280945
43,193.005859375,401.787841796875,0.9999957084655762,197.31626892089844,395.3482971191406,0.999994158744812,187.70889282226562,397.53753662109375,0.9999579191207886,182.47442626953125,354.1620788574219,0.9999979734420776,186.0948944091797,376.47845458984375,0.9999312162399292,195.42494201660156,411.25811767578125,0.999956488609314,209.6914825439453,429.32867431640625,0.9983918070793152
44,193.994873046875,402.5408935546875,0.9999974966049194,197.87611389160156,395.7739562988281,0.9999934434890747,188.57809448242188,398.712158203125,0.9999439716339111,182.36920166015625,354.3721923828125,0.9999984502792358,186.2291259765625,377.1680908203125,0.9999440908432007,197.38438415527344,411.9322204589844,0.9999629259109497,212.96453857421875,429.4149169921875,0.998714804649353
45,194.77577209472656,403.6483154296875,0.9999982118606567,197.9762420654297,396.9095458984375,0.9999940395355225,189.3671112060547,399.40594482421875,0.9999560117721558,182.4383087158203,354.5467834472656,0.9999986886978149,186.19126892089844,377.700439453125,0.9999549388885498,198.32321166992188,412.8355407714844,0.9999494552612305,214.72576904296875,429.853515625,0.9967747330665588
46,196.7072296142578,404.91357421875,0.9999984502792358,199.0729217529297,397.94427490234375,0.9999926090240479,190.6874237060547,400.72137451171875,0.9999809265136719,182.68658447265625,354.98284912109375,0.9999986886978149,186.6624755859375,378.93310546875,0.9999759197235107,200.5128936767578,413.62615966796875,0.9999216794967651,220.5904998779297,430.2210693359375,0.9920197129249573
47,198.09825134277344,405.16259765625,0.9999982118606567,199.62786865234375,398.24029541015625,0.9999909400939941,191.95016479492188,402.0628967285156,0.9999825954437256,182.8657989501953,355.3139343261719,0.9999988079071045,187.02978515625,379.32373046875,0.9999788999557495,202.5225372314453,413.1844177246094,0.9999568462371826,222.92799377441406,429.0892028808594,0.9781624674797058
48,199.94427490234375,405.5211181640625,0.9999964237213135,200.25314331054688,398.3750305175781,0.9999865293502808,193.44760131835938,403.5414123535156,0.9999923706054688,182.56639099121094,356.013427734375,0.999998927116394,187.49012756347656,379.9647521972656,0.9999802112579346,205.0400848388672,413.8834228515625,0.9999517202377319,228.44061279296875,428.44439697265625,0.7304839491844177
49,200.62530517578125,405.6487731933594,0.9999933242797852,200.5125274658203,398.94024658203125,0.9999803304672241,194.06642150878906,404.2187194824219,0.9999934434890747,182.77903747558594,357.14312744140625,0.9999986886978149,188.22836303710938,380.783203125,0.9999730587005615,205.8153533935547,413.423095703125,0.9999046325683594,232.09286499023438,424.4352722167969,0.12529346346855164
50,201.05258178710938,405.6419982910156,0.9999886751174927,201.8300018310547,398.9884338378906,0.9999754428863525,194.89439392089844,404.88421630859375,0.9999955892562866,183.3688201904297,358.37408447265625,0.9999973773956299,188.73045349121094,381.82537841796875,0.9999648332595825,206.9927978515625,413.2840576171875,0.9997683167457581,237.11399841308594,422.9847412109375,0.13860180974006653
51,201.578369140625,405.16156005859375,0.9999908208847046,202.1898193359375,398.3506164550781,0.9999688863754272,195.37411499023438,404.38604736328125,0.9999957084655762,182.8950653076172,357.9468994140625,0.9999980926513672,189.1155548095703,381.3968811035156,0.999969482421875,208.1291046142578,414.1142578125,0.9997782111167908,236.9720916748047,422.86651611328125,0.15869924426078796
52,201.27503967285156,404.9335021972656,0.9999914169311523,201.76910400390625,398.0511169433594,0.9999678134918213,195.21400451660156,404.2327880859375,0.9999957084655762,182.6529083251953,357.84185791015625,0.9999982118606567,188.8966064453125,381.2479248046875,0.9999703168869019,207.78363037109375,413.7291564941406,0.9997348189353943,236.67835998535156,422.66168212890625,0.13784444332122803
53,201.0732421875,404.6634826660156,0.9999946355819702,201.07272338867188,397.9352111816406,0.9999818801879883,194.360107421875,403.5306396484375,0.9999948740005493,182.22637939453125,357.903076171875,0.9999979734420776,188.2989044189453,380.9811706542969,0.999972939491272,206.03404235839844,411.8797912597656,0.9998641014099121,235.40318298339844,422.6727600097656,0.09632550179958344
54,199.99295043945312,403.8403015136719,0.9999966621398926,200.34039306640625,397.4092712402344,0.9999876022338867,193.6565704345703,402.0965270996094,0.9999908208847046,181.6356964111328,357.54571533203125,0.9999979734420776,187.61599731445312,380.29107666015625,0.9999756813049316,204.72775268554688,410.7568664550781,0.9999090433120728,230.339599609375,422.3611145019531,0.19859939813613892
55,199.3606414794922,403.1944580078125,0.999997615814209,199.9017791748047,396.9432678222656,0.9999914169311523,193.07720947265625,401.3751220703125,0.9999843835830688,181.30657958984375,357.236083984375,0.9999982118606567,187.12916564941406,380.0179748535156,0.9999760389328003,204.0351104736328,410.2273254394531,0.9999418258666992,225.11270141601562,423.5054016113281,0.3988558351993561
56,197.21615600585938,403.1323547363281,0.999998927116394,199.51617431640625,397.0130310058594,0.9999946355819702,191.28237915039062,399.8302307128906,0.9999653100967407,180.96446228027344,357.272216796875,0.9999984502792358,186.5522003173828,379.7588806152344,0.9999794960021973,201.36410522460938,410.59130859375,0.9999136924743652,221.52044677734375,423.77783203125,0.9121006727218628
57,193.79835510253906,403.73089599609375,0.999998927116394,198.10546875,397.7755432128906,0.9999970197677612,188.3038787841797,399.8315124511719,0.9999730587005615,180.7775421142578,357.3266906738281,0.9999986886978149,186.02093505859375,379.4272155761719,0.9999765157699585,196.45521545410156,412.0449523925781,0.9999128580093384,217.10731506347656,425.4111328125,0.9838945269584656
58,190.03611755371094,402.7160339355469,0.9999918937683105,195.1189422607422,396.7723693847656,0.9999935626983643,184.64747619628906,398.015380859375,0.9999430179595947,181.42379760742188,357.2574768066406,0.9999985694885254,185.54434204101562,378.6746520996094,0.9999822378158569,191.23854064941406,411.6114196777344,0.9997005462646484,210.07676696777344,427.5020446777344,0.9919360876083374
59,185.49569702148438,403.0875549316406,0.9999881982803345,192.21275329589844,397.74310302734375,0.9999730587005615,180.7971954345703,396.92730712890625,0.9999841451644897,182.06504821777344,356.3936767578125,0.9999986886978149,184.61691284179688,378.0042724609375,0.9999933242797852,184.11349487304688,411.2018737792969,0.9997206330299377,203.7218475341797,430.81610107421875,0.9959930181503296
60,182.46524047851562,403.1156921386719,0.999996542930603,190.5982208251953,399.32562255859375,0.9999649524688721,178.32504272460938,395.41156005859375,0.9999786615371704,182.3492889404297,356.3646545410156,0.9999988079071045,183.9471435546875,377.9868469238281,0.9999960660934448,181.5046844482422,409.4396057128906,0.9944565296173096,193.1597442626953,439.2386474609375,0.9527011513710022
61,180.4660186767578,403.09619140625,0.9999988079071045,188.8446044921875,400.2331848144531,0.9999843835830688,177.1985626220703,395.3700866699219,0.999977707862854,182.63485717773438,356.46051025390625,0.9999988079071045,183.63771057128906,378.35076904296875,0.9999970197677612,178.24998474121094,409.0367126464844,0.9950389266014099,182.33370971679688,437.99676513671875,0.9712823033332825
